2,3,4,filedFor
61536910,"478,656","15,719,400",2011-09-30
74271810,"2,356,048","37,291,036",2011-09-30
74271810,"1,281,290","20,280,000",2011-09-30
74271810,"394,243","6,240,000",2011-09-30
74271810,"394,243","6,240,000",2011-09-30
74271810,"49,280","780,000",2011-09-30
74271810,"98,561","1,560,000",2011-09-30
74271810,"276,412","4,375,000",2011-09-30
80105N10,"16,023","488,500",2011-09-30
80105N10,"94,993","2,896,133",2011-09-30
80105N10,"5,553","169,300",2011-09-30
80105N10,"16,720","509,742",2011-09-30
89102710,"4,055","116,326",2011-09-30
89102710,"23,516","674,592",2011-09-30
89102710,"86,639","2,485,350",2011-09-30
89102710,"33,450","959,550",2011-09-30
90297330,"548,654","23,307,300",2011-09-30
90297330,"488,898","20,768,826",2011-09-30
90297330,"196,912","8,365,000",2011-09-30
90297330,"51,176","2,174,000",2011-09-30
90297330,"41,077","1,745,000",2011-09-30
90297330,"298,471","12,679,300",2011-09-30
90329340,"114,896","17,072,192",2011-09-30
91131210,"90,254","1,429,200",2011-09-30
92345Y10,"146,112","4,202,250",2011-09-30
92826C83,"196,445","2,291,708",2011-09-30
93114210,"1,758,950","33,891,142",2011-09-30
93114210,"217,980","4,200,000",2011-09-30
93114210,"49,097","946,000",2011-09-30
93964010,"292,411","894,304",2011-09-30
93964010,"48,493","148,311",2011-09-30
93964010,"211,931","648,165",2011-09-30
93964010,"12,093","36,985",2011-09-30
94974610,"1,496,704","62,052,396",2011-09-30
94974610,"33,768","1,400,000",2011-09-30
94974610,"1,123,046","46,560,770",2011-09-30
94974610,"67,247","2,788,000",2011-09-30
94974610,"24,120","1,000,000",2011-09-30
94974610,"4,086,721","169,432,865",2011-09-30
94974610,"38,826","1,609,720",2011-09-30
94974610,"41,004","1,700,000",2011-09-30
94974610,"19,778","820,000",2011-09-30
94974610,"801,826","33,243,200",2011-09-30
94974610,"385,920","16,000,000",2011-09-30
94974610,"192,960","8,000,000",2011-09-30
94974610,"65,124","2,700,000",2011-09-30
94974610,"48,240","2,000,000",2011-09-30
94974610,"126,630","5,250,000",2011-09-30
94974610,"164,326","6,812,857",2011-09-30
47816010,"287,533","4,322,500",2011-06-30
47816010,"131,353","1,974,648",2011-06-30
47816010,"997,216","14,991,217",2011-06-30
47816010,"927,079","13,936,841",2011-06-30
47816010,"9,603","144,357",2011-06-30
47816010,"141,821","2,132,000",2011-06-30
47816010,"38,249","575,000",2011-06-30
47816010,"302,533","4,548,000",2011-06-30
50075N10,"1,825,104","51,805,384",2011-06-30
50075N10,"1,035,848","29,402,440",2011-06-30
50075N10,"352,300","10,000,000",2011-06-30
50075N10,"9,153","259,800",2011-06-30
50075N10,"281,840","8,000,000",2011-06-30
55261F10,"409,234","4,653,026",2011-06-30
55261F10,"48,021","546,000",2011-06-30
55261F10,"14,494","164,795",2011-06-30
57636Q10,"122,043","405,000",2011-06-30
61536910,"486,886","12,695,850",2011-06-30
61536910,"602,839","15,719,400",2011-06-30
74271810,"2,370,591","37,291,036",2011-06-30
74271810,"1,289,200","20,280,000",2011-06-30
74271810,"396,677","6,240,000",2011-06-30
74271810,"396,677","6,240,000",2011-06-30
74271810,"49,585","780,000",2011-06-30
74271810,"99,169","1,560,000",2011-06-30
74271810,"278,119","4,375,000",2011-06-30
80105N10,"19,623","488,500",2011-06-30
80105N10,"116,338","2,896,133",2011-06-30
80105N10,"6,801","169,300",2011-06-30
80105N10,"20,476","509,742",2011-06-30
89102710,"4,974","77,551",2011-06-30
89102710,"28,846","449,728",2011-06-30
89102710,"106,274","1,656,900",2011-06-30
89102710,"41,030","639,700",2011-06-30
90297330,"594,569","23,307,300",2011-06-30
90297330,"529,813","20,768,826",2011-06-30
90297330,"213,391","8,365,000",2011-06-30
90297330,"255,100","10,000,000",2011-06-30
90297330,"55,459","2,174,000",2011-06-30
90297330,"44,515","1,745,000",2011-06-30
90297330,"68,349","2,679,300",2011-06-30
90329340,"244,815","17,072,192",2011-06-30
91131210,"104,232","1,429,200",2011-06-30
92345Y10,"72,741","2,101,125",2011-06-30
93114210,"1,800,975","33,891,142",2011-06-30
93114210,"223,188","4,200,000",2011-06-30
93114210,"50,270","946,000",2011-06-30
93964010,"374,669","894,304",2011-06-30
93964010,"62,135","148,311",2011-06-30
93964010,"271,549","648,165",2011-06-30
93964010,"15,495","36,985",2011-06-30
94974610,"1,741,190","62,052,396",2011-06-30
94974610,"354,768","12,643,200",2011-06-30
94974610,"1,306,495","46,560,770",2011-06-30
94974610,"78,231","2,788,000",2011-06-30
94974610,"28,060","1,000,000",2011-06-30
94974610,"4,500,562","160,390,665",2011-06-30
94974610,"45,169","1,609,720",2011-06-30
94974610,"47,702","1,700,000",2011-06-30
94974610,"23,009","820,000",2011-06-30
94974610,"617,320","22,000,000",2011-06-30
94974610,"448,960","16,000,000",2011-06-30
94974610,"224,480","8,000,000",2011-06-30
94974610,"75,762","2,700,000",2011-06-30
94974610,"56,120","2,000,000",2011-06-30
94974610,"147,315","5,250,000",2011-06-30
94974610,"191,169","6,812,857",2011-06-30
47816010,"256,108","4,322,500",2011-03-31
47816010,"116,998","1,974,648",2011-03-31
47816010,"888,230","14,991,217",2011-03-31
47816010,"825,758","13,936,841",2011-03-31
47816010,"8,553","144,357",2011-03-31
47816010,"126,321","2,132,000",2011-03-31
47816010,"34,069","575,000",2011-03-31
47816010,"269,469","4,548,000",2011-03-31
50075N10,"1,761,318","56,164,484",2011-03-31
50075N10,"965,584","30,790,300",2011-03-31
50075N10,"313,600","10,000,000",2011-03-31
50075N10,"8,147","259,800",2011-03-31
50075N10,"250,880","8,000,000",2011-03-31
55261F10,"411,653","4,653,026",2011-03-31
55261F10,"48,305","546,000",2011-03-31
55261F10,"14,579","164,795",2011-03-31
57636Q10,"54,372","216,000",2011-03-31
61536910,"430,516","12,695,850",2011-03-31
61536910,"533,045","15,719,400",2011-03-31
74271810,"2,297,128","37,291,036",2011-03-31
74271810,"1,249,248","20,280,000",2011-03-31
74271810,"384,384","6,240,000",2011-03-31
74271810,"384,384","6,240,000",2011-03-31
74271810,"48,048","780,000",2011-03-31
74271810,"96,096","1,560,000",2011-03-31
74271810,"269,500","4,375,000",2011-03-31
80105N10,"17,205","488,500",2011-03-31
80105N10,"102,002","2,896,133",2011-03-31
80105N10,"5,963","169,300",2011-03-31
80105N10,"17,953","509,742",2011-03-31
89102710,"5,156","77,551",2011-03-31
89102710,"29,898","449,728",2011-03-31
89102710,"110,151","1,656,900",2011-03-31
89102710,"42,527","639,700",2011-03-31
90297330,"616,012","23,307,300",2011-03-31
90297330,"548,920","20,768,826",2011-03-31
90297330,"221,087","8,365,000",2011-03-31
90297330,"264,300","10,000,000",2011-03-31
90297330,"57,459","2,174,000",2011-03-31
90297330,"46,120","1,745,000",2011-03-31
90297330,"70,814","2,679,300",2011-03-31
90329340,"284,423","17,072,192",2011-03-31
91131210,"106,218","1,429,200",2011-03-31
93114210,"1,764,034","33,891,142",2011-03-31
93114210,"218,610","4,200,000",2011-03-31
93114210,"49,239","946,000",2011-03-31
93964010,"391,312","894,304",2011-03-31
93964010,"64,895","148,311",2011-03-31
93964010,"283,611","648,165",2011-03-31
93964010,"16,183","36,985",2011-03-31
94974610,"1,967,681","62,052,396",2011-03-31
94974610,"400,916","12,643,200",2011-03-31
94974610,"1,476,442","46,560,770",2011-03-31
94974610,"88,407","2,788,000",2011-03-31
94974610,"31,710","1,000,000",2011-03-31
94974610,"4,778,284","150,686,982",2011-03-31
94974610,"51,044","1,609,720",2011-03-31
94974610,"53,907","1,700,000",2011-03-31
94974610,"26,002","820,000",2011-03-31
94974610,"697,620","22,000,000",2011-03-31
94974610,"507,360","16,000,000",2011-03-31
94974610,"253,680","8,000,000",2011-03-31
94974610,"85,617","2,700,000",2011-03-31
94974610,"63,420","2,000,000",2011-03-31
94974610,"166,478","5,250,000",2011-03-31
94974610,"216,036","6,812,857",2011-03-31
95081710,"2,219,641","5,703,087",2011-03-31
47816010,"267,347","4,322,500",2010-12-31
47816010,"122,132","1,974,648",2010-12-31
47816010,"927,207","14,991,217",2010-12-31
47816010,"861,994","13,936,841",2010-12-31
47816010,"8,928","144,357",2010-12-31
47816010,"131,864","2,132,000",2010-12-31
47816010,"35,564","575,000",2010-12-31
47816010,"281,294","4,548,000",2010-12-31
50075N10,"1,769,743","56,164,484",2010-12-31
50075N10,"970,202","30,790,300",2010-12-31
50075N10,"315,100","10,000,000",2010-12-31
50075N10,"8,186","259,800",2010-12-31
50075N10,"252,080","8,000,000",2010-12-31
55261F10,"405,046","4,653,026",2010-12-31
55261F10,"47,529","546,000",2010-12-31
55261F10,"14,345","164,795",2010-12-31
61536910,"336,948","12,695,850",2010-12-31
61536910,"417,193","15,719,400",2010-12-31
74271810,"2,398,932","37,291,036",2010-12-31
74271810,"1,304,612","20,280,000",2010-12-31
74271810,"401,419","6,240,000",2010-12-31
74271810,"401,419","6,240,000",2010-12-31
74271810,"50,177","780,000",2010-12-31
74271810,"100,355","1,560,000",2010-12-31
74271810,"281,444","4,375,000",2010-12-31
80105N10,"15,744","488,500",2010-12-31
80105N10,"93,342","2,896,133",2010-12-31
80105N10,"5,457","169,300",2010-12-31
80105N10,"16,429","509,742",2010-12-31
89102710,"4,632","77,551",2010-12-31
89102710,"26,867","449,728",2010-12-31
89102710,"98,983","1,656,900",2010-12-31
89102710,"38,216","639,700",2010-12-31
90297330,"628,598","23,307,300",2010-12-31
90297330,"560,135","20,768,826",2010-12-31
90297330,"225,604","8,365,000",2010-12-31
90297330,"269,700","10,000,000",2010-12-31
90297330,"58,633","2,174,000",2010-12-31
90297330,"47,063","1,745,000",2010-12-31
90297330,"72,261","2,679,300",2010-12-31
90329340,"287,325","17,072,192",2010-12-31
91131210,"103,731","1,429,200",2010-12-31
93114210,"1,827,749","33,891,142",2010-12-31
93114210,"226,506","4,200,000",2010-12-31
93114210,"51,018","946,000",2010-12-31
93964010,"393,047","894,304",2010-12-31
93964010,"65,183","148,311",2010-12-31
93964010,"284,869","648,165",2010-12-31
93964010,"16,255","36,985",2010-12-31
94974610,"1,923,004","62,052,396",2010-12-31
94974610,"391,813","12,643,200",2010-12-31
94974610,"1,442,918","46,560,770",2010-12-31
94974610,"86,400","2,788,000",2010-12-31
94974610,"30,990","1,000,000",2010-12-31
94974610,"4,669,790","150,686,982",2010-12-31
94974610,"49,885","1,609,720",2010-12-31
94974610,"52,683","1,700,000",2010-12-31
94974610,"25,412","820,000",2010-12-31
94974610,"681,780","22,000,000",2010-12-31
94974610,"495,840","16,000,000",2010-12-31
94974610,"247,920","8,000,000",2010-12-31
94974610,"83,673","2,700,000",2010-12-31
94974610,"61,980","2,000,000",2010-12-31
94974610,"162,697","5,250,000",2010-12-31
94974610,"211,130","6,812,857",2010-12-31
95081710,"2,101,074","5,703,087",2010-12-31
02581610,"723,984","17,225,400",2010-09-30
02581610,"336,014","7,994,634",2010-09-30
02581610,"5,054,355","120,255,879",2010-09-30
02581610,"81,668","1,943,100",2010-09-30
02581610,"58,830","1,399,713",2010-09-30
02581610,"35,298","839,832",2010-09-30
02581610,"82,048","1,952,142",2010-09-30
06050510,"65,512","5,000,000",2010-09-30
06405810,"52,070","1,992,759",2010-09-30
07588710,"140,041","1,889,889",2010-09-30
19121610,"23,408","400,000",2010-09-30
19121610,"103,932","1,776,000",2010-09-30
19121610,"421,672","7,205,600",2010-09-30
19121610,"2,349,086","40,141,600",2010-09-30
19121610,"8,189,617","139,945,600",2010-09-30
19121610,"534,826","9,139,200",2010-09-30
19121610,"28,090","480,000",2010-09-30
19121610,"53,370","912,000",2010-09-30
20030N20,"3,179","186,897",2010-09-30
20033410,"10,964","1,218,199",2010-09-30
20033410,"2,727","302,963",2010-09-30
20033410,155,"17,215",2010-09-30
20825C10,"1,212,326","21,109,637",2010-09-30
20825C10,"114,860","2,000,000",2010-09-30
20825C10,"344,580","6,000,000",2010-09-30
22160K10,"279,459","4,333,363",2010-09-30
30231G10,"26,063","421,800",2010-09-30
33773810,"210,479","3,910,800",2010-09-30
36473010,"21,283","1,740,231",2010-09-30
36960410,"126,391","7,777,900",2010-09-30
37733W10,"59,695","1,510,500",2010-09-30
G4776G10,"22,712","636,600",2010-09-30
47816010,"267,822","4,322,500",2010-09-30
47816010,"122,349","1,974,648",2010-09-30
47816010,"928,856","14,991,217",2010-09-30
47816010,"863,527","13,936,841",2010-09-30
47816010,"8,944","144,357",2010-09-30
47816010,"132,099","2,132,000",2010-09-30
47816010,"35,627","575,000",2010-09-30
47816010,"281,794","4,548,000",2010-09-30
50075N10,"1,733,236","56,164,484",2010-09-30
50075N10,"950,189","30,790,300",2010-09-30
50075N10,"308,600","10,000,000",2010-09-30
50075N10,"8,017","259,800",2010-09-30
50075N10,"246,880","8,000,000",2010-09-30
54866110,"144,885","6,500,000",2010-09-30
55261F10,"380,664","4,653,026",2010-09-30
55261F10,"44,668","546,000",2010-09-30
55261F10,"13,482","164,795",2010-09-30
61536910,"328,596","13,154,356",2010-09-30
61536910,"392,671","15,719,400",2010-09-30
62985Q10,"154,847","6,142,300",2010-09-30
64106940,"182,189","3,400,000",2010-09-30
65410610,"291,944","3,642,929",2010-09-30
74271810,"2,236,343","37,291,036",2010-09-30
74271810,"1,216,192","20,280,000",2010-09-30
74271810,"374,213","6,240,000",2010-09-30
74271810,"374,213","6,240,000",2010-09-30
74271810,"46,777","780,000",2010-09-30
74271810,"93,553","1,560,000",2010-09-30
74271810,"262,369","4,375,000",2010-09-30
80105N10,"16,243","488,500",2010-09-30
80105N10,"96,296","2,896,133",2010-09-30
80105N10,"5,629","169,300",2010-09-30
80105N10,"16,949","509,742",2010-09-30
89102710,"4,121","77,551",2010-09-30
89102710,"23,899","449,728",2010-09-30
89102710,"88,048","1,656,900",2010-09-30
89102710,"33,994","639,700",2010-09-30
90297330,"503,904","23,307,300",2010-09-30
90297330,"449,022","20,768,826",2010-09-30
90297330,"180,851","8,365,000",2010-09-30
90297330,"216,200","10,000,000",2010-09-30
90297330,"47,002","2,174,000",2010-09-30
90297330,"37,727","1,745,000",2010-09-30
90297330,"57,926","2,679,300",2010-09-30
90329340,"225,182","17,072,192",2010-09-30
91131210,"95,313","1,429,200",2010-09-30
93114210,"2,038,638","38,091,142",2010-09-30
93114210,"50,630","946,000",2010-09-30
93964010,"357,194","894,304",2010-09-30
93964010,"59,237","148,311",2010-09-30
93964010,"258,884","648,165",2010-09-30
93964010,"14,772","36,985",2010-09-30
94974610,"1,609,496","64,085,046",2010-09-30
94974610,"317,534","12,643,200",2010-09-30
94974610,"962,232","38,313,040",2010-09-30
94974610,"70,021","2,788,000",2010-09-30
94974610,"25,115","1,000,000",2010-09-30
94974610,"3,955,608","157,499,839",2010-09-30
94974610,"40,428","1,609,720",2010-09-30
94974610,"42,695","1,700,000",2010-09-30
94974610,"20,594","820,000",2010-09-30
94974610,"552,530","22,000,000",2010-09-30
94974610,"401,840","16,000,000",2010-09-30
94974610,"200,920","8,000,000",2010-09-30
94974610,"67,810","2,700,000",2010-09-30
94974610,"50,230","2,000,000",2010-09-30
94974610,"131,854","5,250,000",2010-09-30
95081710,"2,042,561","5,703,087",2010-09-30
02581610,"683,848","17,225,400",2010-06-30
02581610,"317,387","7,994,634",2010-06-30
02581610,"4,774,158","120,255,879",2010-06-30
02581610,"77,141","1,943,100",2010-06-30
02581610,"55,569","1,399,713",2010-06-30
02581610,"33,341","839,832",2010-06-30
02581610,"77,500","1,952,142",2010-06-30
06050510,"71,850","5,000,000",2010-06-30
07588710,"127,794","1,889,889",2010-06-30
14313010,"153,745","7,725,900",2010-06-30
19121610,"20,048","400,000",2010-06-30
19121610,"89,013","1,776,000",2010-06-30
19121610,"361,145","7,205,600",2010-06-30
19121610,"2,011,897","40,141,600",2010-06-30
19121610,"7,014,073","139,945,600",2010-06-30
19121610,"458,057","9,139,200",2010-06-30
19121610,"24,058","480,000",2010-06-30
19121610,"45,709","912,000",2010-06-30
20030N20,"197,160","12,000,000",2010-06-30
20033410,"10,927","1,218,199",2010-06-30
20033410,"2,718","302,963",2010-06-30
20033410,154,"17,215",2010-06-30
20825C10,"1,036,272","21,109,637",2010-06-30
20825C10,"98,180","2,000,000",2010-06-30
20825C10,"294,540","6,000,000",2010-06-30
22160K10,"237,598","4,333,363",2010-06-30
30231G10,"24,072","421,800",2010-06-30
33773810,"200,904","4,400,000",2010-06-30
36473010,"23,424","1,740,231",2010-06-30
36960410,"112,157","7,777,900",2010-06-30
37733W10,"51,372","1,510,500",2010-06-30
43707610,"77,414","2,757,898",2010-06-30
G4776G10,"21,936","636,600",2010-06-30
G4776G10,"172,450","5,000,000",2010-06-30
46284610,"179,680","8,000,000",2010-06-30
47816010,"255,287","4,322,500",2010-06-30
47816010,"116,623","1,974,648",2010-06-30
47816010,"808,308","13,686,217",2010-06-30
47816010,"823,110","13,936,841",2010-06-30
47816010,"8,526","144,357",2010-06-30
47816010,"125,916","2,132,000",2010-06-30
47816010,"33,959","575,000",2010-06-30
47816010,"268,605","4,548,000",2010-06-30
50075N10,"1,572,606","56,164,484",2010-06-30
50075N10,"862,128","30,790,300",2010-06-30
50075N10,"280,000","10,000,000",2010-06-30
50075N10,"7,274","259,800",2010-06-30
50075N10,"224,000","8,000,000",2010-06-30
54866110,"132,730","6,500,000",2010-06-30
55261F10,"395,275","4,653,026",2010-06-30
55261F10,"46,383","546,000",2010-06-30
55261F10,"13,999","164,795",2010-06-30
61536910,"300,084","15,064,476",2010-06-30
61536910,"313,130","15,719,400",2010-06-30
62937750,"127,260","6,000,000",2010-06-30
62985Q10,"187,209","9,150,000",2010-06-30
64106940,"164,585","3,400,000",2010-06-30
65410610,"516,150","7,641,000",2010-06-30
74271810,"2,314,990","38,596,036",2010-06-30
74271810,"1,216,394","20,280,000",2010-06-30
74271810,"374,275","6,240,000",2010-06-30
74271810,"374,275","6,240,000",2010-06-30
74271810,"46,784","780,000",2010-06-30
74271810,"93,569","1,560,000",2010-06-30
74271810,"262,412","4,375,000",2010-06-30
76075910,"321,908","10,827,700",2010-06-30
80105N10,"14,684","488,500",2010-06-30
80105N10,"87,058","2,896,133",2010-06-30
80105N10,"5,089","169,300",2010-06-30
80105N10,"15,323","509,742",2010-06-30
89102710,"3,840","77,551",2010-06-30
89102710,"22,266","449,728",2010-06-30
89102710,"82,033","1,656,900",2010-06-30
89102710,"31,672","639,700",2010-06-30
90297330,"520,918","23,307,300",2010-06-30
90297330,"464,183","20,768,826",2010-06-30
90297330,"186,958","8,365,000",2010-06-30
90297330,"223,500","10,000,000",2010-06-30
90297330,"48,589","2,174,000",2010-06-30
90297330,"39,001","1,745,000",2010-06-30
90297330,"59,882","2,679,300",2010-06-30
90329340,"206,232","17,072,192",2010-06-30
91131210,"81,307","1,429,200",2010-06-30
93114210,"1,831,041","38,091,142",2010-06-30
93114210,"45,474","946,000",2010-06-30
93964010,"367,094","894,304",2010-06-30
93964010,"60,879","148,311",2010-06-30
93964010,"266,059","648,165",2010-06-30
93964010,"15,182","36,985",2010-06-30
94974610,"1,369,329","53,489,420",2010-06-30
94974610,"323,666","12,643,200",2010-06-30
94974610,"980,814","38,313,040",2010-06-30
94974610,"71,373","2,788,000",2010-06-30
94974610,"25,600","1,000,000",2010-06-30
94974610,"4,019,840","157,025,005",2010-06-30
94974610,"41,209","1,609,720",2010-06-30
94974610,"43,520","1,700,000",2010-06-30
94974610,"20,992","820,000",2010-06-30
94974610,"563,200","22,000,000",2010-06-30
94974610,"409,600","16,000,000",2010-06-30
94974610,"204,800","8,000,000",2010-06-30
94974610,"69,120","2,700,000",2010-06-30
94974610,"51,200","2,000,000",2010-06-30
95081710,"1,843,238","5,703,087",2010-06-30
02581610,"710,720","17,225,400",2010-03-31
02581610,"329,859","7,994,634",2010-03-31
02581610,"4,961,758","120,255,879",2010-03-31
02581610,"80,172","1,943,100",2010-03-31
02581610,"57,752","1,399,713",2010-03-31
02581610,"34,651","839,832",2010-03-31
02581610,"80,545","1,952,142",2010-03-31
06050510,"89,250","5,000,000",2010-03-31
07588710,"137,315","1,744,128",2010-03-31
14313010,"194,075","7,725,900",2010-03-31
19121610,"22,000","400,000",2010-03-31
19121610,"97,680","1,776,000",2010-03-31
19121610,"396,308","7,205,600",2010-03-31
19121610,"2,207,788","40,141,600",2010-03-31
19121610,"7,697,008","139,945,600",2010-03-31
19121610,"502,656","9,139,200",2010-03-31
19121610,"26,400","480,000",2010-03-31
19121610,"50,160","912,000",2010-03-31
20030N20,"215,640","12,000,000",2010-03-31
20033410,"10,477","1,218,199",2010-03-31
20033410,"2,605","302,963",2010-03-31
20033410,148,"17,215",2010-03-31
20825C10,"1,339,592","26,179,249",2010-03-31
20825C10,"102,340","2,000,000",2010-03-31
20825C10,"307,020","6,000,000",2010-03-31
22160K10,"258,745","4,333,363",2010-03-31
30231G10,"28,252","421,800",2010-03-31
36473010,"28,749","1,740,231",2010-03-31
36960410,"141,558","7,777,900",2010-03-31
37733W10,"58,184","1,510,500",2010-03-31
43707610,"89,218","2,757,898",2010-03-31
G4776G10,"22,177","636,600",2010-03-31
G4776G10,"174,350","5,000,000",2010-03-31
46284610,"213,578","7,794,800",2010-03-31
47816010,"324,253","4,973,200",2010-03-31
47816010,"880,825","13,509,591",2010-03-31
47816010,"9,412","144,357",2010-03-31
47816010,"51,638","792,000",2010-03-31
47816010,"37,490","575,000",2010-03-31
47816010,"254,104","3,897,300",2010-03-31
50075N10,"1,744,384","57,684,645",2010-03-31
50075N10,"931,099","30,790,300",2010-03-31
50075N10,"302,400","10,000,000",2010-03-31
50075N10,"7,856","259,800",2010-03-31
50075N10,"241,920","8,000,000",2010-03-31
54866110,"157,560","6,500,000",2010-03-31
55261F10,"385,119","4,851,581",2010-03-31
55261F10,"43,341","546,000",2010-03-31
55261F10,"13,153","165,700",2010-03-31
61536910,"448,168","15,064,476",2010-03-31
61536910,"467,652","15,719,400",2010-03-31
62937750,"125,400","6,000,000",2010-03-31
62985Q10,"218,970","9,000,000",2010-03-31
64106940,"174,429","3,400,000",2010-03-31
65410610,"561,613","7,641,000",2010-03-31
74271810,"2,506,870","39,621,784",2010-03-31
74271810,"1,283,116","20,280,000",2010-03-31
74271810,"394,805","6,240,000",2010-03-31
74271810,"394,805","6,240,000",2010-03-31
74271810,"49,351","780,000",2010-03-31
74271810,"98,701","1,560,000",2010-03-31
74271810,"276,806","4,375,000",2010-03-31
76075910,"314,220","10,827,700",2010-03-31
80105N10,"18,250","488,500",2010-03-31
80105N10,"108,200","2,896,133",2010-03-31
80105N10,"6,325","169,300",2010-03-31
80105N10,"13,076","350,000",2010-03-31
89102710,"4,130","77,551",2010-03-31
89102710,"24,065","449,728",2010-03-31
89102710,"88,661","1,656,900",2010-03-31
89102710,"34,230","639,700",2010-03-31
90297330,"603,193","23,307,300",2010-03-31
90297330,"537,497","20,768,826",2010-03-31
90297330,"216,486","8,365,000",2010-03-31
90297330,"258,800","10,000,000",2010-03-31
90297330,"56,263","2,174,000",2010-03-31
90297330,"45,161","1,745,000",2010-03-31
90297330,"69,340","2,679,300",2010-03-31
90329340,"292,959","17,072,192",2010-03-31
91131210,"92,055","1,429,200",2010-03-31
93114210,"1,884,347","33,891,142",2010-03-31
93114210,"52,598","946,000",2010-03-31
93114210,"233,520","4,200,000",2010-03-31
93964010,"397,232","894,304",2010-03-31
93964010,"65,877","148,311",2010-03-31
93964010,"287,902","648,165",2010-03-31
93964010,"16,428","36,985",2010-03-31
94974610,"1,664,591","53,489,420",2010-03-31
94974610,"393,456","12,643,200",2010-03-31
94974610,"1,192,302","38,313,040",2010-03-31
94974610,"86,763","2,788,000",2010-03-31
94974610,"31,120","1,000,000",2010-03-31
94974610,"4,674,602","150,212,148",2010-03-31
94974610,"50,094","1,609,720",2010-03-31
94974610,"52,904","1,700,000",2010-03-31
94974610,"25,518","820,000",2010-03-31
94974610,"684,640","22,000,000",2010-03-31
94974610,"497,920","16,000,000",2010-03-31
94974610,"460,976","14,812,857",2010-03-31
94974610,"84,024","2,700,000",2010-03-31
94974610,"62,240","2,000,000",2010-03-31
95081710,"2,198,540","5,703,087",2010-03-31
02581610,"697,973","17,225,400",2009-12-31
02581610,"323,943","7,994,634",2009-12-31
02581610,"4,872,768","120,255,879",2009-12-31
02581610,"78,734","1,943,100",2009-12-31
02581610,"56,716","1,399,713",2009-12-31
02581610,"34,030","839,832",2009-12-31
02581610,"79,101","1,952,142",2009-12-31
06050510,"75,300","5,000,000",2009-12-31
07588710,"118,290","1,500,000",2009-12-31
12189T10,"7,571,751","76,777,029",2009-12-31
14313010,"194,000","8,000,000",2009-12-31
19121610,"22,800","400,000",2009-12-31
19121610,"101,232","1,776,000",2009-12-31
19121610,"410,719","7,205,600",2009-12-31
19121610,"2,288,071","40,141,600",2009-12-31
19121610,"7,976,899","139,945,600",2009-12-31
19121610,"520,934","9,139,200",2009-12-31
19121610,"27,360","480,000",2009-12-31
19121610,"51,984","912,000",2009-12-31
20030N20,"192,120","12,000,000",2009-12-31
20033410,"12,182","1,218,199",2009-12-31
20033410,"3,029","302,963",2009-12-31
20033410,172,"17,215",2009-12-31
20825C10,"1,517,358","29,711,330",2009-12-31
20825C10,"102,140","2,000,000",2009-12-31
20825C10,"306,420","6,000,000",2009-12-31
22160K10,"310,879","5,254,000",2009-12-31
30231G10,"28,763","421,800",2009-12-31
36473010,"32,703","2,202,200",2009-12-31
36960410,"117,680","7,777,900",2009-12-31
37733W10,"63,819","1,510,500",2009-12-31
43707610,"79,786","2,757,898",2009-12-31
G4776G10,"22,731","636,600",2009-12-31
G4776G10,"178,700","5,000,000",2009-12-31
46284610,"159,320","7,000,000",2009-12-31
47816010,"320,324","4,973,200",2009-12-31
47816010,"870,153","13,509,591",2009-12-31
47816010,"20,953","325,300",2009-12-31
47816010,"197,099","3,060,076",2009-12-31
47816010,"51,012","792,000",2009-12-31
47816010,"37,036","575,000",2009-12-31
47816010,"251,025","3,897,300",2009-12-31
50075N10,"2,425,065","89,222,400",2009-12-31
50075N10,"836,880","30,790,300",2009-12-31
50075N10,"271,800","10,000,000",2009-12-31
50075N10,"7,061","259,800",2009-12-31
50075N10,"217,440","8,000,000",2009-12-31
54866110,"152,035","6,500,000",2009-12-31
55261F10,"401,565","6,003,360",2009-12-31
55261F10,"36,522","546,000",2009-12-31
55261F10,"11,084","165,700",2009-12-31
61536910,"431,352","16,095,210",2009-12-31
61536910,"421,280","15,719,400",2009-12-31
62937750,"141,660","6,000,000",2009-12-31
62985Q10,"229,590","9,000,000",2009-12-31
64106940,"164,390","3,400,000",2009-12-31
65410610,"504,841","7,641,000",2009-12-31
74271810,"2,911,963","48,028,411",2009-12-31
74271810,"1,229,576","20,280,000",2009-12-31
74271810,"378,331","6,240,000",2009-12-31
74271810,"378,331","6,240,000",2009-12-31
74271810,"47,291","780,000",2009-12-31
74271810,"94,583","1,560,000",2009-12-31
74271810,"265,256","4,375,000",2009-12-31
76075910,"234,704","8,290,500",2009-12-31
80105N10,"19,183","488,500",2009-12-31
80105N10,"113,731","2,896,133",2009-12-31
80105N10,"6,648","169,300",2009-12-31
80105N10,"13,744","350,000",2009-12-31
86791410,"31,210","1,538,206",2009-12-31
86791410,"17,449","860,000",2009-12-31
89102710,"3,408","77,551",2009-12-31
89102710,"19,766","449,728",2009-12-31
89102710,"72,821","1,656,900",2009-12-31
89102710,"28,115","639,700",2009-12-31
89417E10,"1,363","27,336",2009-12-31
90297330,"524,647","23,307,300",2009-12-31
90297330,"467,506","20,768,826",2009-12-31
90297330,"188,296","8,365,000",2009-12-31
90297330,"225,100","10,000,000",2009-12-31
90297330,"48,937","2,174,000",2009-12-31
90297330,"39,280","1,745,000",2009-12-31
90297330,"60,311","2,679,300",2009-12-31
